	ERR1414009	ERR024924	ERR024916	ERR1413996	ERR1413978	SRR1922795	ERR1414100	ERR1414012	ERR1414018	ERR1414058	SRR1922792	ERR1414031	ERR1414082	ERR1414001	ERR1414016	ERR1414095	ERR1414040	ERR1414027	ERR024903	ERR1414007	ERR1414050	ERR1414065	ERR1414039	ERR024923	ERR024904	ERR028208	ERR1414035	ERR1414033	SRR1922797	SRR1922796	ERR024901	ERR024907	ERR1414060	ERR1413989	ERR1414055	ERR1414048	ERR1413981	ERR024894	ERR1414091	ERR024928	ERR1414084	ERR1414032	ERR1414019	ERR1414067	ERR1414099	ERR1414047	ERR1413982	ERR1413987	ERR1414083	ERR1414028	ERR1414074	ERR1414092	ERR027411	ERR1414010	ERR024920	ERR1414059	ERR1414057	ERR1413984	ERR1414079	ERR024910	ERR1414075	ERR1413980	ERR1414006	ERR1414087	ERR1414086	ERR1414014	ERR1414005	ERR1414004	ERR1414015	ERR1414044	ERR1414071	ERR1414093	ERR1414011	SRR1922793	ERR1414049	ERR1414064	ERR1414076	ERR024929	ERR1413994	ERR1414043	ERR1414077	ERR024914	ERR1414101	ERR1414042	ERR1414017	ERR024921	ERR1414024	ERR1414056	ERR1414072	ERR1414013	ERR024902	ERR1414052	ERR1413983	ERR1414022	ERR1414003	ERR027412	ERR1414026	ERR1414089	ERR1413988	ERR1413993	ERR1414023	ERR1414053	ERR1414070	ERR1414025	ERR024927	ERR024925	ERR1414020	ERR024911	ERR1413991	ERR024915	ERR1413998	ERR1414034	ERR1414085	ERR1414078	ERR1414098	ERR1414045	ERR1414061	ERR1414062	ERR1414036	SRR1922794	ERR024893	ERR1414068	ERR1414094	ERR1414069	ERR1414080	ERR1414002	ERR024908	ERR1414021	ERR1413985	ERR1414037	ERR1414041	ERR1414081	ERR024917	ERR1413990	ERR1413999	ERR1414030	ERR1413992	ERR1414097	ERR1414073	ERR1414090	ERR1414096	ERR024895	ERR1414008	ERR1414051	ERR1414066	ERR1413997	ERR1413995	ERR1414046	ERR1414054	ERR1414063	ERR024930	ERR1414038	ERR024926	ERR1413976	ERR1413979	ERR1413977	ERR1414088	ERR1414029	ERR1414000	ERR1413986
ERR1413985	1008	1044	106	97	1006	955	1014	1008	1008	1007	976	1008	1007	863	1008	1007	1007	1008	1027	1007	1008	1008	1008	997	1534	1276	1007	1008	979	960	1511	1032	1006	93	1023	1007	12	1029	1005	1034	1009	1008	1008	1008	1017	1008	1027	11	1011	1007	1008	10	1047	1007	1036	1008	1008	1031	1007	1026	1007	1012	1007	1006	1007	1009	1010	996	1011	1009	1008	863	1008	975	1007	864	1007	891	1011	1007	1009	1012	1015	1011	1007	1054	1006	1010	1006	1008	1033	1008	1008	1009	100	1229	1006	1006	869	1004	1008	1006	1008	1009	994	880	1007	1012	1030	1530	101	1008	1008	1006	864	1008	1008	1006	1008	958	1475	1007	1009	1008	1007	864	1018	1007	0	1009	1007	1007	1098	97	96	1009	1027	1008	1008	1007	959	1515	1011	1007	1009	97	1009	1006	1006	1007	92	1006	995	1006	866	1009	1007	1008	865	11
ERR1414037	37	1121	1016	1009	581	278	48	38	38	35	997	37	37	842	38	42	38	38	1086	36	37	37	37	1006	1535	1049	38	38	1003	988	1507	1088	36	1008	120	38	1011	1113	579	1116	39	38	37	36	34	37	1109	1011	5	36	39	1011	1130	37	1097	36	37	1112	41	1087	37	9	35	41	38	38	7	1007	3	38	41	845	38	997	36	843	38	867	25	36	40	47	34	3	36	1131	36	38	38	37	1115	38	580	38	1008	1260	36	37	845	579	37	35	39	38	1004	855	37	588	1109	1531	1011	38	40	37	845	37	40	38	37	986	1473	40	38	41	37	844	1086	38	1009	0	36	40	1146	1009	1010	39	1109	57	38	581	986	1518	3	36	38	1010	21	35	36	36	1012	37	1005	35	839	581	40	37	838	1011
ERR1414041	1	1115	1012	1005	579	265	64	2	2	3	997	3	1	838	2	8	2	2	1082	0	1	1	1	1000	1535	1048	2	2	1002	987	1507	1086	4	1006	91	4	1009	1107	578	1111	3	2	1	2	68	1	1103	1009	37	0	3	1009	1126	3	1093	4	1	1106	7	1083	3	33	1	7	4	2	41	1001	35	2	7	841	2	995	0	841	6	863	37	2	6	30	68	35	0	1129	2	4	4	1	1109	2	578	2	1004	1260	2	3	841	578	1	1	3	2	998	850	3	586	1103	1531	1007	2	4	5	843	1	4	4	1	987	1473	6	4	7	3	842	1086	2	1007	36	0	4	1145	1007	1007	3	1103	25	2	580	987	1518	35	0	2	1006	33	1	2	0	1008	3	999	3	837	578	6	1	834	1009
ERR1414081	5	1116	1012	1005	581	267	60	6	6	7	997	7	3	840	6	6	4	6	1084	4	5	5	5	1000	1535	1044	4	6	1004	989	1507	1087	8	1006	89	8	1009	1108	580	1112	5	6	5	6	64	5	1104	1006	41	4	7	1008	1128	7	1095	8	5	1107	5	1085	7	37	5	5	8	6	43	1001	39	6	5	843	4	997	4	842	8	865	40	6	8	34	64	39	4	1131	6	8	6	5	1110	6	580	6	1003	1258	6	5	841	580	5	5	6	6	998	852	7	588	1104	1531	1006	6	4	7	839	5	8	6	5	989	1474	6	8	3	5	844	1088	6	1007	40	4	0	1147	1007	1007	7	1103	23	4	581	988	1518	39	4	6	1005	36	5	6	4	1008	7	999	7	839	580	8	5	836	1008
ERR024917	1146	1151	1100	1097	1154	1131	1155	1147	1146	1146	1127	1145	1146	1125	1144	1148	1146	1144	871	1145	1144	1144	1144	1128	1529	1327	1146	1144	1126	1115	1472	954	1146	1099	1162	1145	1098	1149	1153	1154	1145	1144	1145	1144	1159	1144	1148	1098	1146	1145	1145	1099	1034	1145	890	1144	1144	1153	1146	889	1146	1145	1145	1147	1146	1144	1147	1128	1145	1144	1148	1124	1147	1124	1145	1126	1145	1139	1145	1144	1146	1147	1159	1147	1145	863	1145	1145	1146	1146	1150	1144	1152	1145	1093	1206	1145	1147	1132	1152	1144	1145	1144	1144	1127	1140	1144	1157	1149	1505	1097	1146	1148	1147	1128	1144	1147	1146	1144	1115	1415	1148	1147	1148	1145	1125	939	1146	1098	1146	1145	1147	0	1097	1099	1145	1147	1150	1144	1153	1118	1508	1145	1145	1144	1097	1146	1145	1145	1145	1095	1145	1128	1145	1129	1157	1145	1146	1128	1100
ERR1413990	1008	1046	26	9	1001	952	1015	1008	1008	1007	972	1006	1007	858	1006	1008	1007	1006	1030	1007	1006	1006	1006	995	1534	1277	1007	1006	976	954	1510	1034	1006	7	1023	1005	97	1032	1002	1036	1007	1006	1008	1006	1018	1006	1032	98	1009	1007	1008	99	1043	1005	1038	1006	1006	1036	1006	1029	1007	1010	1007	1007	1008	1007	1010	996	1009	1007	1008	859	1008	971	1007	859	1005	882	1009	1005	1008	1009	1016	1011	1007	1058	1006	1008	1006	1008	1035	1006	1002	1009	53	1227	1006	1006	864	999	1006	1006	1006	1007	993	871	1005	1006	1033	1529	11	1008	1008	1006	861	1006	1008	1006	1006	952	1473	1007	1009	1008	1007	859	1024	1007	97	1009	1007	1007	1097	0	10	1007	1030	1009	1006	1002	956	1515	1009	1007	1007	7	1009	1006	1006	1007	38	1006	994	1006	860	1006	1006	1008	859	98
ERR1413999	1008	1047	25	8	1004	954	1016	1008	1008	1008	977	1009	1007	859	1008	1008	1007	1008	1033	1007	1008	1008	1008	997	1534	1277	1007	1008	978	956	1510	1035	1007	3	1023	1008	99	1033	1002	1037	1009	1008	1006	1008	1019	1008	1030	99	1011	1007	1008	98	1043	1008	1042	1007	1008	1034	1009	1031	1008	1012	1007	1008	1008	1007	1010	998	1011	1007	1008	860	1008	975	1007	861	1008	882	1011	1008	1010	1010	1017	1011	1007	1060	1007	1008	1007	1008	1036	1008	1002	1007	50	1227	1007	1007	863	1002	1008	1007	1008	1007	995	871	1008	1006	1034	1529	12	1008	1008	1007	861	1008	1006	1006	1008	957	1473	1008	1008	1009	1006	861	1025	1007	96	1010	1007	1007	1099	10	0	1007	1031	1010	1008	1005	958	1515	1011	1007	1007	8	1009	1007	1007	1007	36	1007	996	1007	860	1006	1009	1008	858	98
ERR1414030	4	1115	1010	1005	580	266	65	5	5	6	998	4	4	838	3	9	5	3	1082	3	2	2	2	1000	1535	1049	5	3	1001	986	1507	1086	7	1008	92	5	1009	1107	581	1111	4	3	2	3	69	2	1105	1009	38	3	6	1010	1125	4	1093	3	2	1108	8	1083	6	34	4	10	7	1	44	1002	36	1	10	841	5	996	3	841	7	861	38	3	7	29	69	38	3	1129	5	3	7	4	1109	3	577	3	1005	1261	5	6	843	579	2	4	4	1	998	848	4	585	1104	1531	1007	5	7	6	845	2	3	7	2	988	1473	9	5	10	4	842	1086	5	1009	39	3	7	1145	1007	1007	0	1104	26	3	581	990	1518	36	3	1	1006	36	4	5	3	1006	6	999	6	838	581	7	4	836	1011
ERR1413992	1103	89	1032	1027	1098	1085	1113	1103	1103	1104	1063	1103	1102	1083	1102	1103	1102	1102	1079	1103	1102	1102	1102	1094	1534	1313	1102	1102	1068	1057	1506	1120	1104	1030	1118	1103	1027	46	1095	76	1102	1102	1104	1102	1116	1102	13	1026	1107	1103	1104	1028	1122	1103	1093	1104	1102	84	1102	1088	1104	1106	1103	1103	1103	1103	1108	1087	1107	1103	1102	1083	1102	1060	1103	1085	1102	1102	1107	1103	1102	1109	1115	1108	1103	1135	1104	1103	1105	1103	51	1102	1095	1105	1024	1247	1104	1103	1085	1094	1102	1104	1102	1103	1090	1091	1103	1100	13	1524	1027	1103	1102	1105	1086	1102	1105	1103	1102	1057	1471	1105	1106	1104	1105	1085	1100	1103	1027	1109	1103	1103	1147	1030	1031	1104	0	1106	1102	1094	1059	1518	1107	1103	1103	1027	1106	1104	1104	1103	1028	1104	1092	1104	1087	1102	1103	1103	1086	1028
ERR1414097	24	1120	1016	1009	589	284	51	23	25	22	996	24	24	852	25	17	23	25	1086	25	26	26	26	1007	1535	1023	23	25	1002	991	1506	1091	23	1008	94	23	1010	1112	587	1115	24	25	26	25	61	26	1105	1009	58	25	24	1007	1131	24	1095	25	26	1110	20	1089	24	58	24	20	23	27	56	1008	60	27	18	855	23	999	25	849	23	876	61	25	23	55	57	60	25	1133	23	27	27	24	1114	25	589	27	1004	1251	23	22	847	587	26	24	27	27	1005	864	24	598	1107	1531	1010	25	21	20	846	26	23	23	26	989	1473	21	27	20	24	848	1091	23	1008	57	25	23	1150	1009	1010	26	1106	0	25	587	985	1518	60	25	27	1009	55	24	23	25	1012	22	1006	22	843	589	23	24	848	1007
ERR1414073	3	1114	1011	1004	578	264	64	4	4	5	996	3	3	837	2	8	4	2	1081	2	1	1	1	999	1535	1048	4	2	1001	986	1507	1085	6	1007	91	4	1008	1106	579	1110	3	2	3	2	68	1	1104	1007	37	2	5	1010	1125	3	1092	4	1	1107	5	1082	5	33	3	7	6	2	41	1000	35	2	7	840	4	994	2	839	6	862	37	2	6	30	68	37	2	1128	4	4	6	3	1108	2	577	4	1005	1261	4	5	842	577	1	3	2	2	997	849	3	585	1102	1531	1006	4	4	5	843	1	6	6	1	986	1473	6	6	7	5	841	1085	4	1008	38	2	4	1144	1006	1008	3	1102	25	0	579	988	1518	35	2	2	1005	35	3	4	2	1007	5	998	5	838	579	4	3	835	1010
ERR1414090	579	1108	1009	1002	19	617	598	579	581	578	996	577	581	823	579	580	582	580	1099	580	579	579	579	1005	1536	1158	581	579	1002	991	1506	1091	580	1003	624	579	1007	1099	6	1105	577	579	581	579	595	579	1095	1007	582	580	582	1005	1122	578	1101	579	579	1098	577	1097	579	581	580	580	579	580	584	1003	581	580	579	828	580	997	580	826	580	856	586	578	578	582	599	583	580	1127	580	581	581	579	1100	579	17	582	1000	1259	580	580	830	12	579	579	579	580	1003	842	579	58	1095	1531	1004	580	580	580	828	579	582	581	579	989	1475	579	582	579	579	825	1080	580	1007	581	580	581	1153	1002	1005	581	1094	587	579	0	988	1521	581	580	580	1003	584	579	580	580	1003	581	1004	580	823	23	579	579	823	1007
ERR1414096	986	1075	965	956	993	989	991	986	988	985	165	986	988	995	988	987	988	988	1049	987	988	988	988	984	1534	1270	988	988	315	12	1503	1061	985	955	1003	987	959	1064	990	1064	986	988	988	988	993	988	1058	958	987	987	988	955	1079	987	1036	988	988	1064	986	1041	985	989	987	987	986	989	987	985	988	989	986	993	987	166	987	991	988	1015	991	987	987	994	990	988	987	1073	986	990	986	986	1065	988	992	989	952	1221	986	987	999	990	988	986	987	989	981	1009	987	1002	1059	1527	957	986	987	987	991	988	989	987	988	10	1463	986	989	986	986	990	1020	987	959	986	987	988	1118	956	958	990	1059	985	988	988	0	1513	988	987	989	958	988	986	986	987	960	986	984	986	993	996	988	986	995	957
ERR024895	1518	1514	1515	1515	1521	1518	1518	1518	1518	1518	1515	1518	1518	1515	1518	1518	1518	1518	1512	1518	1518	1518	1518	1517	1083	1511	1518	1518	1511	1513	1510	1501	1518	1515	1515	1518	1515	1518	1521	1516	1518	1518	1518	1518	1519	1518	1518	1515	1518	1518	1518	1515	1511	1518	1512	1518	1518	1518	1518	1515	1518	1518	1518	1518	1518	1518	1518	1517	1518	1518	1518	1515	1518	1515	1518	1515	1518	1514	1518	1518	1518	1518	1518	1518	1518	1510	1518	1518	1518	1518	1519	1518	1521	1518	1515	1509	1518	1518	1515	1521	1518	1518	1518	1518	1517	1515	1518	1520	1518	774	1515	1518	1518	1518	1515	1518	1518	1518	1518	1513	1514	1518	1518	1518	1518	1515	1508	1518	1515	1518	1518	1518	1508	1515	1515	1518	1518	1518	1518	1521	1513	0	1518	1518	1518	1515	1518	1518	1518	1518	1514	1518	1517	1518	1515	1521	1518	1518	1515	1515
ERR1414008	36	1119	1014	1007	581	275	51	37	37	38	997	36	36	840	35	43	37	35	1085	35	34	34	34	1004	1535	1052	37	35	1003	986	1507	1086	39	1010	123	37	1011	1111	581	1115	36	35	36	35	35	34	1109	1011	4	35	38	1013	1128	36	1096	37	34	1112	40	1086	38	6	36	42	39	35	8	1005	0	35	42	843	37	995	35	843	39	865	22	35	39	44	35	2	35	1130	37	37	39	36	1113	35	579	37	1008	1261	37	38	845	579	34	36	36	35	1002	853	36	587	1107	1531	1009	37	39	40	847	34	39	39	34	986	1473	41	39	42	38	844	1085	37	1011	3	35	39	1145	1009	1011	36	1107	60	35	581	988	1518	0	35	35	1008	20	36	37	35	1010	38	1003	38	841	582	39	36	838	1013
ERR1414051	1	1115	1012	1005	579	265	64	2	2	3	997	3	1	838	2	8	2	2	1082	0	1	1	1	1000	1535	1048	2	2	1002	987	1507	1086	4	1006	91	4	1009	1107	578	1111	3	2	1	2	68	1	1103	1009	37	0	3	1009	1126	3	1093	4	1	1106	7	1083	3	33	1	7	4	2	41	1001	35	2	7	841	2	995	0	841	6	863	37	2	6	30	68	35	0	1129	2	4	4	1	1109	2	578	2	1004	1260	2	3	841	578	1	1	3	2	998	850	3	586	1103	1531	1007	2	4	5	843	1	4	4	1	987	1473	6	4	7	3	842	1086	2	1007	36	0	4	1145	1007	1007	3	1103	25	2	580	987	1518	35	0	2	1006	33	1	2	0	1008	3	999	3	837	578	6	1	834	1009
ERR1414066	3	1114	1010	1005	579	265	66	4	4	5	997	3	3	838	2	10	4	2	1081	2	1	1	1	999	1535	1050	4	2	1000	985	1507	1085	6	1008	93	4	1009	1106	580	1110	3	2	1	2	70	1	1104	1009	37	2	5	1011	1124	3	1092	2	1	1107	7	1082	5	33	3	9	6	0	43	1001	35	0	9	841	4	995	2	841	6	861	37	2	6	28	70	37	2	1128	4	2	6	3	1108	2	576	2	1006	1262	4	5	843	578	1	3	3	0	997	848	3	584	1103	1531	1007	4	6	7	845	1	4	6	1	987	1473	8	4	9	3	842	1085	4	1009	38	2	6	1144	1007	1007	1	1103	27	2	580	989	1518	35	2	0	1006	35	3	4	2	1006	5	998	5	839	580	6	3	836	1011
ERR1413997	1007	1044	23	6	1002	951	1015	1007	1007	1008	974	1007	1005	856	1005	1006	1005	1005	1030	1006	1005	1005	1005	993	1534	1277	1005	1005	977	954	1510	1032	1007	6	1023	1006	97	1030	1002	1035	1006	1005	1007	1005	1018	1005	1030	96	1008	1006	1007	99	1041	1006	1038	1007	1005	1034	1006	1029	1008	1009	1006	1007	1007	1006	1009	994	1008	1006	1006	857	1006	971	1006	859	1005	880	1008	1006	1007	1008	1016	1010	1006	1058	1007	1007	1007	1007	1033	1005	1002	1008	48	1226	1007	1006	861	1000	1005	1007	1005	1006	991	869	1006	1006	1031	1529	6	1007	1006	1007	860	1005	1007	1006	1005	954	1473	1008	1010	1008	1008	859	1024	1006	97	1010	1006	1005	1097	7	8	1006	1027	1009	1005	1003	958	1515	1008	1006	1006	0	1008	1007	1007	1006	35	1007	992	1007	860	1006	1007	1007	857	96
ERR1413995	34	1118	1014	1007	584	276	32	35	33	36	999	36	33	842	33	40	34	35	1086	33	34	34	34	1004	1535	1049	32	33	1005	988	1507	1088	37	1008	118	37	1011	1110	581	1114	36	35	34	35	50	34	1106	1011	22	33	34	1011	1129	36	1097	37	34	1109	39	1087	36	16	34	39	37	35	24	1005	20	35	37	845	34	997	33	845	38	867	6	35	39	44	50	20	33	1131	35	37	37	34	1112	33	582	35	1006	1259	35	35	844	582	34	34	36	35	1002	855	36	589	1106	1531	1009	35	36	38	846	34	35	34	34	988	1473	39	37	39	36	846	1087	33	1009	21	33	36	1146	1009	1009	36	1106	55	35	584	988	1518	20	33	35	1008	0	34	35	33	1010	36	1003	36	841	583	39	34	838	1011
ERR1414046	2	1116	1013	1006	578	266	63	3	3	2	996	2	2	839	3	9	3	3	1082	1	2	2	2	1001	1535	1047	3	3	1001	988	1507	1087	3	1005	90	3	1008	1108	578	1111	4	3	2	3	67	2	1104	1008	38	1	4	1008	1127	2	1093	3	2	1107	6	1083	2	34	2	6	5	3	42	1002	36	3	8	842	3	996	1	840	5	864	38	1	7	31	67	36	1	1129	1	5	3	2	1110	3	578	3	1005	1260	1	2	842	577	2	0	4	3	999	851	2	586	1104	1531	1008	3	5	4	842	2	5	3	2	986	1473	5	3	6	2	841	1086	3	1006	35	1	5	1145	1006	1007	4	1104	24	3	579	986	1518	36	1	3	1007	34	0	1	1	1009	2	1000	2	836	578	5	2	835	1008
ERR1414054	3	1116	1013	1006	579	267	62	4	4	3	996	3	3	840	4	10	2	2	1082	2	3	3	3	1001	1535	1046	4	4	1000	988	1507	1087	4	1005	91	4	1007	1108	579	1111	5	4	3	4	66	3	1103	1008	39	2	5	1008	1127	3	1092	4	3	1107	7	1083	3	35	3	7	6	4	41	1002	37	4	9	843	4	996	2	841	6	865	39	2	8	32	66	37	2	1129	2	6	4	3	1110	4	579	4	1005	1260	2	3	841	578	3	1	5	4	999	852	1	587	1104	1531	1008	4	6	5	843	3	6	4	3	986	1473	6	4	7	3	842	1086	4	1006	36	2	6	1145	1006	1007	5	1104	23	4	580	986	1518	37	2	4	1007	35	1	0	2	1009	1	1000	1	835	579	6	3	836	1007
ERR1414063	1	1115	1012	1005	579	265	64	2	2	3	997	3	1	838	2	8	2	2	1082	0	1	1	1	1000	1535	1048	2	2	1002	987	1507	1086	4	1006	91	4	1009	1107	578	1111	3	2	1	2	68	1	1103	1009	37	0	3	1009	1126	3	1093	4	1	1106	7	1083	3	33	1	7	4	2	41	1001	35	2	7	841	2	995	0	841	6	863	37	2	6	30	68	35	0	1129	2	4	4	1	1109	2	578	2	1004	1260	2	3	841	578	1	1	3	2	998	850	3	586	1103	1531	1007	2	4	5	843	1	4	4	1	987	1473	6	4	7	3	842	1086	2	1007	36	0	4	1145	1007	1007	3	1103	25	2	580	987	1518	35	0	2	1006	33	1	2	0	1008	3	999	3	837	578	6	1	834	1009
ERR024930	1009	1042	41	35	1002	953	1018	1009	1009	1010	975	1009	1008	856	1007	1009	1008	1007	1030	1008	1007	1007	1007	995	1533	1278	1008	1007	976	954	1509	1033	1009	36	1025	1008	92	1028	1002	1032	1008	1007	1007	1007	1021	1007	1029	93	1010	1008	1009	94	1043	1008	1040	1007	1007	1032	1009	1028	1010	1011	1008	1010	1009	1006	1011	998	1010	1006	1009	858	1009	972	1008	860	1008	881	1009	1008	1009	1007	1019	1012	1008	1053	1009	1007	1009	1009	1031	1007	1001	1008	49	1230	1009	1009	863	1000	1007	1009	1007	1006	993	869	1008	1004	1031	1529	39	1009	1009	1009	862	1007	1007	1009	1007	956	1474	1010	1010	1011	1008	860	1021	1008	92	1012	1008	1008	1095	38	36	1006	1028	1012	1007	1003	960	1514	1010	1008	1006	35	1010	1009	1009	1008	0	1009	994	1009	862	1006	1009	1009	859	93
ERR1414038	4	1116	1013	1006	580	266	61	5	5	4	996	4	4	841	5	11	3	3	1082	3	4	4	4	1001	1535	1045	5	5	999	988	1507	1087	5	1005	92	3	1007	1108	580	1111	6	5	4	5	65	4	1103	1008	40	3	6	1008	1127	4	1092	5	4	1107	8	1083	4	36	4	8	7	5	42	1002	38	5	10	844	5	996	3	842	7	866	40	3	9	33	67	38	3	1129	1	7	5	4	1110	5	580	5	1005	1260	1	4	842	579	4	2	6	5	999	853	2	588	1104	1531	1008	5	7	6	844	4	7	5	4	986	1473	7	5	8	4	841	1086	5	1006	37	3	7	1145	1006	1007	6	1104	22	5	581	986	1518	38	3	5	1007	36	2	1	3	1009	0	1000	2	836	580	7	4	837	1007
ERR024926	1000	1097	996	992	1005	992	1012	1000	1000	1001	993	1000	999	1005	998	1001	999	998	1065	999	998	998	998	87	1533	1276	999	998	998	979	1497	1064	1000	995	1016	999	993	1088	1003	1093	999	998	999	998	1015	998	1094	994	1003	999	1001	997	1080	999	1061	999	998	1097	1000	1060	1001	1004	999	1001	1000	998	1004	61	1003	998	1000	1006	1000	989	999	1008	999	1015	1002	999	1000	999	1014	1005	999	1097	1000	999	1000	1000	1094	998	1002	1000	994	1238	1000	1000	1008	1002	998	1000	998	998	24	1015	999	1003	1092	1528	993	1000	1000	1001	1011	998	1000	1000	998	980	1471	1001	1002	1002	1000	1009	1054	999	995	1005	999	999	1128	994	996	999	1092	1006	998	1004	984	1517	1003	999	998	992	1003	1000	1000	999	994	1000	0	1000	1007	1009	1000	1000	1005	995
ERR1413976	4	1116	1013	1006	579	268	61	5	5	2	996	4	4	840	5	9	3	3	1082	3	4	4	4	1001	1535	1045	5	5	1000	988	1507	1087	3	1005	90	5	1007	1108	578	1111	6	5	4	3	67	4	1103	1008	38	3	6	1008	1127	4	1092	3	4	1107	8	1083	4	36	2	8	5	5	40	1002	38	5	8	843	5	996	3	841	5	865	40	3	7	33	67	38	3	1129	3	5	5	4	1110	5	579	5	1005	1260	3	4	841	578	4	2	6	5	999	852	2	587	1104	1531	1008	5	7	4	843	4	7	5	4	986	1473	7	5	8	4	842	1086	5	1006	35	3	7	1145	1006	1007	6	1104	22	5	580	986	1518	38	3	5	1007	36	2	1	3	1009	2	1000	0	835	579	7	4	836	1007
ERR1413979	836	1098	866	859	823	727	847	836	838	835	1003	836	838	85	838	838	837	837	1071	837	838	838	838	1009	1533	1197	838	838	1000	996	1499	1085	836	858	863	838	865	1094	823	1098	837	839	838	838	852	838	1085	867	841	837	839	864	1081	837	1072	838	838	1090	838	1067	835	841	837	840	837	839	839	1007	841	839	837	88	837	1003	837	84	839	127	844	837	839	843	852	841	837	1113	837	840	837	836	1094	838	824	839	860	1242	837	837	41	821	838	836	837	839	1005	90	836	832	1088	1527	861	836	837	835	87	838	837	838	838	994	1474	837	838	836	837	86	1050	837	866	839	837	839	1129	860	860	838	1087	843	838	823	993	1515	841	837	839	860	841	836	835	837	862	836	1007	835	0	826	840	836	6	864
ERR1413977	579	1114	1012	1005	6	622	601	579	579	579	1005	580	579	826	579	581	580	580	1103	578	579	579	579	1010	1536	1158	579	579	1009	997	1506	1091	579	1005	624	580	1011	1107	21	1111	580	579	579	579	598	579	1102	1011	583	578	580	1011	1125	579	1102	580	579	1103	581	1100	580	582	578	580	579	580	583	1008	582	580	580	831	580	1003	578	832	581	858	587	579	581	583	602	582	578	1131	579	581	580	579	1108	579	18	580	1003	1257	579	579	833	21	579	578	579	580	1008	845	580	59	1103	1531	1007	580	580	579	834	579	580	580	579	996	1476	580	581	581	579	831	1085	578	1009	581	578	580	1157	1006	1006	581	1102	589	579	23	996	1521	582	578	580	1006	583	578	579	578	1006	580	1009	579	826	0	580	579	823	1011
ERR1414088	7	1115	1013	1006	578	268	62	8	6	7	993	5	7	841	6	8	8	6	1082	6	5	5	5	1001	1535	1044	8	6	1001	988	1508	1085	8	1007	91	6	1008	1107	580	1110	7	4	7	6	68	5	1105	1007	41	6	9	1010	1127	5	1093	6	5	1108	5	1083	7	37	7	3	8	6	45	1002	39	6	11	844	8	996	6	841	6	866	41	4	6	34	64	39	6	1129	6	6	8	7	1109	6	578	8	1007	1260	6	7	844	577	5	5	6	6	999	853	5	586	1103	1531	1008	8	8	7	843	5	10	8	5	986	1473	6	6	9	7	843	1086	8	1007	40	6	8	1145	1006	1009	7	1103	23	4	579	988	1518	39	6	6	1007	39	5	6	6	1009	7	1000	7	840	580	0	7	839	1010
ERR1414029	0	1115	1013	1006	580	266	63	1	3	2	996	2	2	839	3	7	3	3	1083	1	2	2	2	1001	1535	1047	3	3	1001	988	1507	1087	5	1007	90	5	1010	1107	579	1111	2	3	2	3	67	2	1102	1010	38	1	4	1008	1127	4	1094	5	2	1106	6	1084	2	34	2	8	3	3	42	1002	36	3	6	842	1	996	1	840	7	864	38	3	5	31	67	36	1	1130	3	5	5	0	1109	3	579	3	1003	1259	3	4	840	579	2	2	4	3	999	851	4	587	1103	1531	1008	1	3	6	842	2	5	5	2	988	1473	5	5	6	4	841	1087	3	1008	37	1	5	1146	1008	1008	4	1103	24	3	579	986	1518	36	1	3	1007	34	2	3	1	1009	4	1000	4	836	579	7	0	835	1008
ERR1414000	835	1097	863	856	821	724	852	835	835	836	1006	837	835	81	835	838	836	836	1070	834	835	835	835	1007	1533	1202	835	835	1003	994	1499	1083	835	857	865	837	865	1093	820	1098	836	836	835	835	857	835	1086	866	838	834	836	867	1079	836	1072	837	835	1089	839	1066	836	838	834	839	836	836	838	1005	838	836	836	84	836	1002	834	86	838	124	841	836	838	840	856	838	834	1112	836	837	836	835	1093	835	821	836	861	1245	836	836	41	821	835	835	834	836	1003	87	837	829	1087	1527	858	835	836	835	89	835	835	837	835	994	1474	838	837	838	836	86	1049	834	865	838	834	836	1128	859	858	836	1086	848	835	823	995	1515	838	834	836	857	838	835	836	834	859	837	1005	836	6	823	839	835	0	866
ERR1413986	1008	1045	107	99	1008	957	1013	1008	1010	1007	973	1008	1008	864	1010	1007	1007	1009	1026	1009	1010	1010	1010	997	1534	1274	1008	1010	975	959	1511	1033	1008	95	1022	1009	9	1030	1007	1035	1009	1010	1010	1010	1016	1010	1027	10	1013	1009	1010	11	1049	1009	1034	1010	1010	1033	1007	1025	1007	1014	1009	1008	1008	1011	1011	997	1013	1011	1007	864	1007	974	1009	863	1008	891	1013	1009	1010	1013	1014	1013	1009	1054	1008	1012	1008	1008	1034	1010	1010	1011	98	1227	1008	1007	866	1006	1010	1008	1010	1011	994	880	1008	1014	1032	1530	100	1008	1007	1008	862	1010	1010	1007	1010	957	1475	1007	1011	1007	1009	863	1018	1009	11	1011	1009	1008	1100	98	98	1011	1028	1007	1010	1007	957	1515	1013	1009	1011	96	1011	1008	1007	1009	93	1007	995	1007	864	1011	1010	1008	866	0
