strain	ERR1414009	ERR024924	ERR024916	ERR1413996	ERR1413978	SRR1922795	ERR1414100	ERR1414012	ERR1414018	ERR1414058	SRR1922792	ERR1414031	ERR1414082	ERR1414001	ERR1414016	ERR1414095	ERR1414040	ERR1414027	ERR024903	ERR1414007	ERR1414050	ERR1414065	ERR1414039	ERR024923	ERR024904	ERR028208	ERR1414035	ERR1414033	SRR1922797	SRR1922796	ERR024901	ERR024907	ERR1414060	ERR1413989	ERR1414055	ERR1414048	ERR1413981	ERR024894	ERR1414091	ERR024928	ERR1414084	ERR1414032	ERR1414019	ERR1414067	ERR1414099	ERR1414047	ERR1413982	ERR1413987	ERR1414083	ERR1414028	ERR1414074	ERR1414092	ERR027411	ERR1414010	ERR024920	ERR1414059	ERR1414057	ERR1413984	ERR1414079	ERR024910	ERR1414075	ERR1413980	ERR1414006	ERR1414087	ERR1414086	ERR1414014	ERR1414005	ERR1414004	ERR1414015	ERR1414044	ERR1414071	ERR1414093	ERR1414011	SRR1922793	ERR1414049	ERR1414064	ERR1414076	ERR024929	ERR1413994	ERR1414043	ERR1414077	ERR024914	ERR1414101	ERR1414042	ERR1414017	ERR024921	ERR1414024	ERR1414056	ERR1414072	ERR1414013	ERR024902	ERR1414052	ERR1413983	ERR1414022	ERR1414003	ERR027412	ERR1414026	ERR1414089	ERR1413988	ERR1413993	ERR1414023	ERR1414053	ERR1414070	ERR1414025	ERR024927	ERR024925	ERR1414020	ERR024911	ERR1413991	ERR024915	ERR1413998	ERR1414034	ERR1414085	ERR1414078	ERR1414098	ERR1414045	ERR1414061	ERR1414062	ERR1414036	SRR1922794	ERR024893	ERR1414068	ERR1414094	ERR1414069	ERR1414080	ERR1414002	ERR024908	ERR1414021	ERR1413985	ERR1414037	ERR1414041	ERR1414081	ERR024917	ERR1413990	ERR1413999	ERR1414030	ERR1413992	ERR1414097	ERR1414073	ERR1414090	ERR1414096	ERR024895	ERR1414008	ERR1414051	ERR1414066	ERR1413997	ERR1413995	ERR1414046	ERR1414054	ERR1414063	ERR024930	ERR1414038	ERR024926	ERR1413976	ERR1413979	ERR1413977	ERR1414088	ERR1414029	ERR1414000	ERR1413986
ERR1414036	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
SRR1922794	3963	5564	4360	4360	4323	4127	3990	3962	3962	3962	579	3962	3962	4526	3962	3962	3962	3962	5697	3962	3963	3962	3962	4913	36980	3979	3962	3962	1127	5	20430	6470	3962	4360	3964	3962	4364	5550	4325	5552	3963	3962	3962	3962	3990	3962	5543	4367	3988	3962	3962	4365	5903	3963	5860	3962	3962	5547	3962	5774	3962	3986	3962	3962	3962	3962	3991	4919	3991	3962	3962	4531	3962	581	3962	4530	3962	4539	3987	3962	3963	3977	3990	3990	3962	6694	3962	3962	3962	3962	5550	3962	4318	3962	4354	9610	3962	3963	4513	4324	3962	3962	3962	3962	4903	4535	3962	4313	5545	35891	4367	3962	3962	3962	4527	3963	3962	3962	3962	0	18248	3962	3963	3962	3962	4526	5364	3962	4366	3990	3962	3962	7898	4363	4358	3962	5543	3962	3962	4325	6	35995	3990	3963	3962	4362	3988	3962	3962	3962	4351	3963	4894	3962	4508	4322	3962	3962	4508	4367
ERR024893	17141	18910	18317	18317	17752	17397	17172	17140	17140	17140	18177	17140	17140	18010	17140	17140	17140	17140	17985	17140	17141	17140	17140	18616	39967	17255	17140	17140	18196	18245	10027	18735	17140	18317	17142	17140	18322	18896	17754	18898	17141	17140	17140	17140	17170	17140	18887	18325	17168	17140	17140	18323	18484	17141	18156	17140	17140	18893	17140	18026	17140	17166	17140	17140	17140	17140	17171	18620	17171	17140	17140	18013	17140	18179	17140	18012	17140	18022	17169	17140	17141	17155	17170	17170	17140	17576	17140	17140	17140	17140	18898	17140	17747	17140	18307	13860	17140	17141	17997	17753	17140	17140	17140	17140	18604	18018	17140	17744	18889	39278	18324	17140	17140	17140	18009	17141	17140	17140	17140	18248	0	17140	17141	17140	17140	18008	18272	17140	18324	17170	17140	17140	16480	18320	18315	17140	18887	17140	17140	17754	18246	39228	17170	17141	17140	18319	17170	17140	17140	17140	18308	17141	18597	17140	17992	17751	17140	17140	17992	18325
ERR1414068	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR1414094	2	4736	3658	3658	1816	886	41	1	1	1	4063	1	1	2897	1	1	1	1	4969	1	2	1	1	4067	35217	419	1	1	4031	3960	19425	5552	1	3658	3	1	3662	4722	1818	4724	2	1	1	1	39	1	4715	3665	37	1	1	3663	5136	2	5128	1	1	4719	1	5043	1	35	1	1	1	1	40	4071	40	1	1	2902	1	4065	1	2901	1	2910	38	1	2	22	39	39	1	5878	1	1	1	1	4724	1	1811	1	3652	8855	1	2	2884	1817	1	1	1	1	4055	2906	1	1806	4717	34173	3665	1	1	1	2898	2	1	1	1	3963	17141	1	0	1	1	2897	4627	1	3664	39	1	1	6996	3661	3656	1	4715	1	1	1818	3961	34279	39	2	1	3660	39	1	1	1	3649	2	4046	1	2879	1815	1	1	2879	3665
ERR1414069	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR1414080	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR1414002	2897	5202	3490	3490	3027	2533	2930	2896	2896	2896	4622	2896	2896	64	2896	2896	2896	2896	5575	2896	2897	2896	2896	4687	36567	2701	2896	2896	4596	4523	20314	6223	2896	3490	2898	2896	3494	5188	3029	5190	2897	2896	2896	2896	2928	2896	5181	3497	2926	2896	2896	3495	5738	2897	5704	2896	2896	5185	2896	5601	2896	2924	2896	2896	2896	2896	2929	4689	2929	2896	2896	9	2896	4624	2896	8	2896	163	2927	2896	2897	2911	2928	2928	2896	6422	2896	2896	2896	2896	5188	2896	3022	2896	3484	9550	2896	2897	137	3028	2896	2896	2896	2896	4673	159	2896	3017	5183	35502	3497	2896	2896	2896	5	2897	2896	2896	2896	4526	18008	2896	2897	2896	2896	0	5254	2896	3496	2928	2896	2896	7627	3493	3488	2896	5181	2896	2896	3029	4524	35591	2928	2897	2896	3492	2928	2896	2896	2896	3481	2897	4664	2896	132	3026	2896	2896	132	3497
ERR024908	4627	5767	4941	4941	4971	4784	4660	4626	4626	4626	5490	4626	4626	5254	4626	4626	4626	4626	4293	4626	4627	4626	4626	5707	37060	4690	4626	4626	5464	5361	20965	5192	4626	4941	4628	4626	4945	5751	4973	5755	4627	4626	4626	4626	4658	4626	5746	4948	4656	4626	4626	4946	4437	4627	4485	4626	4626	5750	4626	4374	4626	4654	4626	4626	4626	4626	4659	5715	4659	4626	4626	5259	4626	5492	4626	5258	4626	5269	4657	4626	4627	4641	4658	4658	4626	5122	4626	4626	4626	4626	5753	4626	4965	4626	4935	9001	4626	4627	5243	4972	4626	4626	4626	4626	5699	5265	4626	4961	5748	35899	4948	4626	4626	4626	5255	4627	4626	4626	4626	5364	18272	4626	4627	4626	4626	5254	0	4626	4947	4658	4626	4626	6644	4944	4939	4626	5746	4626	4626	4973	5362	36016	4658	4627	4626	4943	4658	4626	4626	4626	4932	4627	5690	4626	5238	4970	4626	4626	5238	4948
ERR1414021	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR1413985	3664	4795	188	188	4004	3531	3697	3663	3663	3663	4468	3663	3663	3496	3663	3663	3663	3663	5295	3663	3664	3663	3663	4653	36896	3589	3663	3663	4449	4363	20795	6020	3663	188	3665	3663	6	4781	4006	4783	3664	3663	3663	3663	3695	3663	4774	9	3693	3663	3663	7	5433	3664	5462	3663	3663	4778	3663	5339	3663	3691	3663	3663	3663	3663	3696	4655	3696	3663	3663	3501	3663	4470	3663	3500	3663	3509	3694	3663	3664	3678	3695	3695	3663	6179	3663	3663	3663	3663	4783	3663	3999	3663	182	9524	3663	3664	3481	4005	3663	3663	3663	3663	4639	3505	3663	3994	4776	35804	195	3663	3663	3663	3497	3664	3663	3663	3663	4366	18324	3663	3664	3663	3663	3496	4947	3663	0	3695	3663	3663	7473	191	186	3663	4774	3663	3663	4006	4364	35894	3695	3664	3663	190	3695	3663	3663	3663	179	3664	4630	3663	3478	4003	3663	3663	3478	9
ERR1414037	39	4765	3689	3689	1847	917	30	38	38	38	4090	38	38	2928	38	38	38	38	5000	38	39	38	38	4098	35245	450	38	38	4058	3987	19454	5583	38	3689	40	38	3693	4751	1849	4753	39	38	38	38	2	38	4744	3696	2	38	38	3694	5167	39	5159	38	38	4748	38	5074	38	10	38	38	38	38	1	4102	1	38	38	2933	38	4092	38	2932	38	2941	27	38	39	53	2	2	38	5909	38	38	38	38	4753	38	1842	38	3683	8884	38	39	2915	1848	38	38	38	38	4086	2937	38	1837	4746	34201	3696	38	38	38	2929	39	38	38	38	3990	17170	38	39	38	38	2928	4658	38	3695	0	38	38	7027	3692	3687	38	4744	38	38	1849	3988	34307	0	39	38	3691	28	38	38	38	3680	39	4077	38	2910	1846	38	38	2910	3696
ERR1414041	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR1414081	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR024917	6996	8357	7466	7466	7346	7177	7029	6995	6995	6995	7979	6995	6995	7627	6995	6995	6995	6995	6199	6995	6996	6995	6995	8045	37199	7046	6995	6995	7925	7895	19050	7609	6995	7466	6997	6995	7471	8343	7348	8345	6996	6995	6995	6995	7027	6995	8336	7474	7025	6995	6995	7472	7116	6996	6296	6995	6995	8340	6995	6448	6995	7023	6995	6995	6995	6995	7028	8049	7028	6995	6995	7632	6995	7981	6995	7631	6995	7640	7026	6995	6996	7010	7027	7027	6995	6112	6995	6995	6995	6995	8343	6995	7341	6995	7457	9685	6995	6996	7612	7347	6995	6995	6995	6995	8035	7636	6995	7336	8338	36094	7473	6995	6995	6995	7628	6996	6995	6995	6995	7898	16480	6995	6996	6995	6995	7627	6644	6995	7473	7027	6995	6995	0	7469	7464	6995	8336	6995	6995	7348	7896	36209	7027	6996	6995	7468	7027	6995	6995	6995	7457	6996	8026	6995	7607	7345	6995	6995	7607	7474
ERR1413990	3661	4794	29	9	4001	3528	3694	3660	3660	3660	4465	3660	3660	3493	3660	3660	3660	3660	5290	3660	3661	3660	3660	4652	36898	3586	3660	3660	4446	4360	20789	6017	3660	7	3662	3660	189	4780	4003	4782	3661	3660	3660	3660	3692	3660	4773	192	3690	3660	3660	190	5426	3661	5459	3660	3660	4777	3660	5334	3660	3688	3660	3660	3660	3660	3693	4654	3693	3660	3660	3498	3660	4467	3660	3497	3660	3506	3691	3660	3661	3675	3692	3692	3660	6175	3660	3660	3660	3660	4782	3660	3996	3660	95	9522	3660	3661	3480	4002	3660	3660	3660	3660	4638	3502	3660	3991	4775	35808	16	3660	3660	3660	3494	3661	3660	3660	3660	4363	18320	3660	3661	3660	3660	3493	4944	3660	191	3692	3660	3660	7469	0	5	3660	4773	3660	3660	4003	4361	35896	3692	3661	3660	11	3692	3660	3660	3660	66	3661	4629	3660	3475	4000	3660	3660	3475	192
ERR1413999	3656	4789	24	4	3996	3523	3689	3655	3655	3655	4460	3655	3655	3488	3655	3655	3655	3655	5285	3655	3656	3655	3655	4647	36893	3581	3655	3655	4441	4355	20784	6012	3655	2	3657	3655	184	4775	3998	4777	3656	3655	3655	3655	3687	3655	4768	187	3685	3655	3655	185	5421	3656	5454	3655	3655	4772	3655	5329	3655	3683	3655	3655	3655	3655	3688	4649	3688	3655	3655	3493	3655	4462	3655	3492	3655	3501	3686	3655	3656	3670	3687	3687	3655	6170	3655	3655	3655	3655	4777	3655	3991	3655	90	9517	3655	3656	3475	3997	3655	3655	3655	3655	4633	3497	3655	3986	4770	35803	11	3655	3655	3655	3489	3656	3655	3655	3655	4358	18315	3655	3656	3655	3655	3488	4939	3655	186	3687	3655	3655	7464	5	0	3655	4768	3655	3655	3998	4356	35891	3687	3656	3655	6	3687	3655	3655	3655	61	3656	4624	3655	3470	3995	3655	3655	3470	187
ERR1414030	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR1413992	4715	79	4770	4770	5025	4890	4744	4714	4714	4714	5618	4714	4714	5181	4714	4714	4714	4714	6066	4714	4715	4714	4714	5862	37692	4752	4714	4714	5601	5540	21423	6671	4714	4770	4716	4714	4772	71	5027	77	4715	4714	4714	4714	4744	4714	14	4775	4742	4714	4714	4773	6190	4715	6227	4714	4714	158	4714	6132	4714	4740	4714	4714	4714	4714	4745	5866	4745	4714	4714	5186	4714	5620	4714	5185	4714	5192	4741	4714	4715	4729	4744	4744	4714	7020	4714	4714	4714	4714	73	4714	5020	4714	4764	10115	4714	4715	5168	5026	4714	4714	4714	4714	5850	5190	4714	5015	16	36637	4777	4714	4714	4714	5182	4715	4714	4714	4714	5543	18887	4714	4715	4714	4714	5181	5746	4714	4774	4744	4714	4714	8336	4773	4768	4714	0	4714	4714	5027	5541	36743	4744	4715	4714	4772	4742	4714	4714	4714	4761	4715	5841	4714	5163	5024	4714	4714	5163	4775
ERR1414097	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR1414073	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR1414090	1818	5048	4000	4000	30	2212	1851	1817	1817	1817	4435	1817	1817	3029	1817	1817	1817	1817	5315	1817	1818	1817	1817	4415	36008	1983	1817	1817	4399	4322	20067	5971	1817	4000	1819	1817	4004	5034	0	5036	1818	1817	1817	1817	1849	1817	5027	4007	1847	1817	1817	4005	5474	1818	5451	1817	1817	5031	1817	5377	1817	1845	1817	1817	1817	1817	1850	4419	1850	1817	1817	3034	1817	4437	1817	3033	1817	3042	1848	1817	1818	1832	1849	1849	1817	6247	1817	1817	1817	1817	5036	1817	25	1817	3994	9289	1817	1818	3016	19	1817	1817	1817	1817	4403	3038	1817	78	5029	34962	4007	1817	1817	1817	3030	1818	1817	1817	1817	4325	17754	1817	1818	1817	1817	3029	4973	1817	4006	1849	1817	1817	7348	4003	3998	1817	5027	1817	1817	0	4323	35048	1849	1818	1817	4002	1849	1817	1817	1817	3991	1818	4394	1817	3011	29	1817	1817	3011	4007
ERR1414096	3961	5562	4358	4358	4321	4125	3988	3960	3960	3960	577	3960	3960	4524	3960	3960	3960	3960	5695	3960	3961	3960	3960	4911	36978	3977	3960	3960	1125	3	20428	6468	3960	4358	3962	3960	4362	5548	4323	5550	3961	3960	3960	3960	3988	3960	5541	4365	3986	3960	3960	4363	5901	3961	5858	3960	3960	5545	3960	5772	3960	3984	3960	3960	3960	3960	3989	4917	3989	3960	3960	4529	3960	579	3960	4528	3960	4537	3985	3960	3961	3975	3988	3988	3960	6692	3960	3960	3960	3960	5548	3960	4316	3960	4352	9608	3960	3961	4511	4322	3960	3960	3960	3960	4901	4533	3960	4311	5543	35889	4365	3960	3960	3960	4525	3961	3960	3960	3960	6	18246	3960	3961	3960	3960	4524	5362	3960	4364	3988	3960	3960	7896	4361	4356	3960	5541	3960	3960	4323	0	35993	3988	3961	3960	4360	3986	3960	3960	3960	4349	3961	4892	3960	4506	4320	3960	3960	4506	4365
ERR024895	34279	36764	35893	35893	35046	34655	34309	34278	34278	34278	36042	34278	34278	35591	34278	34278	34278	34278	36004	34278	34279	34278	34278	36140	5028	34459	34278	34278	35999	35992	40195	35004	34278	35893	34280	34278	35892	36750	35048	36752	34279	34278	34278	34278	34307	34278	36743	35895	34305	34278	34278	35893	35663	34279	35881	34278	34278	36747	34278	36020	34278	34303	34278	34278	34278	34278	34308	36143	34308	34278	34278	35596	34278	36044	34278	35595	34278	35603	34306	34278	34279	34293	34307	34307	34278	36024	34278	34278	34278	34278	36748	34278	35041	34278	35886	37099	34278	34279	35578	35047	34278	34278	34278	34278	36129	35598	34278	35036	36745	4066	35900	34278	34278	34278	35592	34279	34278	34278	34278	35995	39228	34278	34279	34278	34278	35591	36016	34278	35894	34307	34278	34278	36209	35896	35891	34278	36743	34278	34278	35048	35993	0	34307	34279	34278	35895	34307	34278	34278	34278	35881	34279	36120	34278	35573	35045	34278	34278	35573	35895
ERR1414008	39	4765	3689	3689	1847	917	30	38	38	38	4090	38	38	2928	38	38	38	38	5000	38	39	38	38	4098	35245	450	38	38	4058	3987	19454	5583	38	3689	40	38	3693	4751	1849	4753	39	38	38	38	2	38	4744	3696	2	38	38	3694	5167	39	5159	38	38	4748	38	5074	38	10	38	38	38	38	1	4102	1	38	38	2933	38	4092	38	2932	38	2941	27	38	39	53	2	2	38	5909	38	38	38	38	4753	38	1842	38	3683	8884	38	39	2915	1848	38	38	38	38	4086	2937	38	1837	4746	34201	3696	38	38	38	2929	39	38	38	38	3990	17170	38	39	38	38	2928	4658	38	3695	0	38	38	7027	3692	3687	38	4744	38	38	1849	3988	34307	0	39	38	3691	28	38	38	38	3680	39	4077	38	2910	1846	38	38	2910	3696
ERR1414051	2	4736	3658	3658	1816	886	41	1	1	1	4063	1	1	2897	1	1	1	1	4969	1	2	1	1	4067	35217	419	1	1	4031	3960	19425	5552	1	3658	3	1	3662	4722	1818	4724	2	1	1	1	39	1	4715	3665	37	1	1	3663	5136	0	5128	1	1	4719	1	5043	1	35	1	1	1	1	40	4071	40	1	1	2902	1	4065	1	2901	1	2910	38	1	0	22	39	39	1	5878	1	1	1	1	4724	1	1811	1	3652	8855	1	2	2884	1817	1	1	1	1	4055	2906	1	1806	4717	34173	3665	1	1	1	2898	0	1	1	1	3963	17141	1	2	1	1	2897	4627	1	3664	39	1	1	6996	3661	3656	1	4715	1	1	1818	3961	34279	39	0	1	3660	39	1	1	1	3649	0	4046	1	2879	1815	1	1	2879	3665
ERR1414066	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR1413997	3660	4793	28	8	4000	3527	3693	3659	3659	3659	4464	3659	3659	3492	3659	3659	3659	3659	5289	3659	3660	3659	3659	4651	36897	3585	3659	3659	4445	4359	20788	6016	3659	8	3661	3659	188	4779	4002	4781	3660	3659	3659	3659	3691	3659	4772	191	3689	3659	3659	189	5425	3660	5458	3659	3659	4776	3659	5333	3659	3687	3659	3659	3659	3659	3692	4653	3692	3659	3659	3497	3659	4466	3659	3496	3659	3505	3690	3659	3660	3674	3691	3691	3659	6174	3659	3659	3659	3659	4781	3659	3995	3659	94	9521	3659	3660	3479	4001	3659	3659	3659	3659	4637	3501	3659	3990	4774	35807	15	3659	3659	3659	3493	3660	3659	3659	3659	4362	18319	3659	3660	3659	3659	3492	4943	3659	190	3691	3659	3659	7468	11	6	3659	4772	3659	3659	4002	4360	35895	3691	3660	3659	0	3691	3659	3659	3659	65	3660	4628	3659	3474	3999	3659	3659	3474	191
ERR1413995	39	4763	3689	3689	1847	917	8	38	38	38	4088	38	38	2928	38	38	38	38	5000	38	39	38	38	4098	35245	450	38	38	4056	3985	19454	5583	38	3689	40	38	3693	4749	1849	4751	39	38	38	38	28	38	4742	3696	26	38	38	3694	5167	39	5159	38	38	4746	38	5074	38	24	38	38	38	38	29	4102	29	38	38	2933	38	4090	38	2932	38	2941	5	38	39	53	28	28	38	5909	38	38	38	38	4751	38	1842	38	3683	8884	38	39	2915	1848	38	38	38	38	4086	2937	38	1837	4744	34201	3696	38	38	38	2929	39	38	38	38	3988	17170	38	39	38	38	2928	4658	38	3695	28	38	38	7027	3692	3687	38	4742	38	38	1849	3986	34307	28	39	38	3691	0	38	38	38	3680	39	4077	38	2910	1846	38	38	2910	3696
ERR1414046	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
